flight_no,passenger name,source_location,departure_date,departure_time,arrival_date,arrival_time,arrival_location,airline_name,return flight_no,return departure_date,return source_location,return departure_time,return arrival_date,return arrival_time,return arrival_location,return airline_name
UK-513,SHAAN MALANI,Mumbai,03-Apr-2024,18:55,03-Apr-2024,20:10,North Goa,Vistara,,,,,,,,
